Attrition_Flag,Customer_Age,Gender,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Marital_Status_Married,Marital_Status_Single,Income_Category_$120K +,Income_Category_$40K - $60K,Income_Category_$60K - $80K,Income_Category_$80K - $120K,Income_Category_Less than $40K,Card_Category_Blue,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver
0,0.8273340056205448,1,2,0.002329584317280495,5,3,2,0.11589983584106514,0.601907032181168,0.1087706081766291,0.857,0.04455247354875608,0.18548387096774194,0.435,0.287,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False
0,-0.2919775078958908,0,4,0.002329584317280495,6,4,2,0.16814046925874535,1.0,0.12980615999768202,0.475,0.034429511009436656,0.10483870967741936,1.875,0.36,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False
0,-1.162553129519785,0,3,-0.8724469751875931,4,4,2,0.16928927948436562,0.7155343663090982,0.15165300031872048,0.751,0.10460394623963398,0.3790322580645161,0.966,0.256,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False
0,0.3298622218354624,1,3,-0.7474788952583253,6,1,2,0.03318549959640483,0.724274930472785,0.02057195839248979,0.703,0.05478981984558193,0.10483870967741936,0.353,0.719,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False
0,0.0811263299429211,1,2,0.25226574417581576,6,3,2,0.83033886878471,0.7544696066746126,0.7823718598788862,0.85,0.047126108092650845,0.20161290322580644,0.4,0.066,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False
0,0.0811263299429211,1,3,0.12729766424654815,4,4,0,0.21551377514156064,0.6734207389749702,0.19902645380001738,1.242,0.05416070917929654,0.25,1.412,0.198,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False
0,0.8273340056205448,1,1,-0.12263849561198716,5,4,2,1.0000000000000002,0.4843067143424712,0.964679975661345,1.129,0.06176722905347441,0.13709677419354838,2.0,0.035,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False
0,0.7029660596742743,1,2,1.3769784635392246,5,3,0,0.04978278417181365,0.7588398887564561,0.03395821864225075,0.921,0.058392908207034605,0.20161290322580644,0.667,0.619,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False
0,0.8273340056205448,1,2,-0.12263849561198716,4,2,1,0.5321319196921189,0.8168454509336511,0.4920175006519283,0.607,0.04014869888475836,0.16935483870967744,0.722,0.108,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False
0,-0.4163454538421614,0,3,-0.12263849561198716,5,2,3,0.07823095317993695,0.0,0.11656477269434706,0.483,0.04157849585358879,0.1774193548387097,0.6,0.0,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False
0,-0.2919775078958908,1,3,-0.6225108153290577,4,3,1,0.3421549865921754,0.33253873659118,0.34526120592240606,1.932,0.05164426651415499,0.03225806451612903,1.8,0.066,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False
0,0.5785981137280036,0,2,0.002329584317280495,3,2,2,0.25671978402367757,0.0,0.2876307478341495,0.731,0.04380897912496426,0.08870967741935483,1.333,0.0,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False
0,0.3298622218354624,1,4,0.25226574417581576,4,3,0,0.9028348403909583,0.7759237187127532,0.8502882971633877,0.875,0.06028024020589076,0.20161290322580644,2.182,0.062,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False
0,-0.16760956194962015,1,1,0.002329584317280495,4,4,3,0.1553221656886664,0.0,0.1904499753715991,0.579,0.05461824420932228,0.1935483870967742,0.619,0.0,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False
0,0.8273340056205448,1,0,0.7521380638928864,5,4,1,0.03705517614586263,0.8092967818831943,0.018080143713962854,0.85,0.04438089791249643,0.15322580645161288,0.933,0.765,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False
0,2.195381411029522,1,1,2.0018188631855627,6,4,3,0.008183761265142385,0.3555820421136273,0.023498391910294673,1.656,0.06651415498999143,0.1774193548387097,0.882,0.524,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False
0,-0.16760956194962015,1,3,-0.12263849561198716,5,4,2,0.06093833609954744,0.4767580452920143,0.06522180048097818,0.597,0.045925078638833286,0.16129032258064518,0.304,0.347,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False
0,0.8273340056205448,1,3,-0.12263849561198716,5,3,2,0.0710660051938315,0.6777910210568137,0.06026714571320952,1.047,0.06285387474978553,0.25806451612903225,0.68,0.45,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
0,1.2004378434593568,1,3,1.7518827033270277,3,2,0,0.24943390864540163,0.8939213349225268,0.215455045924724,0.576,0.037060337432084645,0.07258064516129033,0.727,0.232,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False
0,0.8273340056205448,1,3,-0.2476065755412548,6,2,2,0.045399166205630996,0.5021851410409217,0.04847448787413439,0.562,0.04283671718615957,0.18548387096774194,0.5,0.43,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False
0,-0.2919775078958908,0,2,-0.4975427353997901,3,3,3,0.04815026437751114,0.7465236392530791,0.03329180308869122,0.788,0.04506720045753504,0.040322580645161296,1.5,0.62,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False
0,-0.4163454538421614,0,4,-0.37257465547052243,2,3,3,0.2091953189006491,0.3678982916170044,0.21525222379972764,0.762,0.060394623963397204,0.217741935483871,0.542,0.111,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False
0,0.8273340056205448,1,2,0.002329584317280495,6,1,2,1.0000000000000002,0.36988478347238773,0.9730246573754817,0.828,0.029282241921647127,0.08870967741935483,1.1,0.027,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False
0,-0.2919775078958908,1,1,0.002329584317280495,5,2,3,0.3933677371764059,0.9694080254270957,0.347897893547359,1.283,0.04146411209608236,0.16129032258064518,0.667,0.169,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False
0,1.3248057894056273,1,4,0.37723382410508344,4,3,0,0.21246035848925413,0.7493047278506159,0.1905658737287399,0.56,0.047583643122676586,0.1774193548387097,0.391,0.223,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False
0,-0.540713399788432,1,4,0.002329584317280495,5,1,2,0.05516405312340338,0.66507747318236,0.04595369860632226,0.588,0.04237918215613383,0.20161290322580644,0.346,0.513,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False
0,0.9517019515668155,0,0,0.002329584317280495,2,2,2,0.0016839139359749941,0.28049264998013507,0.022745052588879554,1.674,0.045467543608807545,0.11290322580645161,3.0,0.473,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False
0,0.20549427588919172,1,3,-0.12263849561198716,6,1,0,0.3661893057860734,0.5141040921732221,0.3550546171008026,0.791,0.05021446954532456,0.217741935483871,1.056,0.095,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False
0,0.3298622218354624,1,1,0.002329584317280495,6,2,2,0.5274762150935525,0.3555820421136273,0.5211949120621215,1.826,0.04146411209608236,0.06451612903225805,1.571,0.047,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False
0,0.454230167781733,1,3,0.37723382410508344,4,1,4,0.2577476668571273,0.619388160508542,0.2434444991742242,1.873,0.06382613668859022,0.12096774193548386,0.786,0.156,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False
0,0.3298622218354624,1,1,0.002329584317280495,4,6,3,0.6868887498223879,0.47516885180770757,0.6652565699881204,0.712,0.03437231913068345,0.11290322580645161,1.0,0.05,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
0,0.8273340056205448,0,2,1.0020742237514217,3,2,3,0.11862070216490267,0.755264203416766,0.10019412974821082,0.816,0.059651129539605385,0.22580645161290325,1.0,0.355,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False
0,0.454230167781733,1,2,0.002329584317280495,3,2,2,1.0000000000000002,0.4064362336114422,0.9703589951612436,1.004,0.031684300829282246,0.024193548387096767,0.625,0.03,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False
0,1.076069897513086,0,1,0.002329584317280495,4,1,0,0.05247341864760852,0.7751291219705999,0.0353489989279402,0.766,0.04192164712610809,0.15322580645161288,0.611,0.615,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
0,0.8273340056205448,1,1,1.3769784635392246,3,2,2,0.32722045365911173,0.7294398092967819,0.30200214411960713,1.584,0.06571346868744639,0.22580645161290325,1.533,0.15,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False
0,0.0811263299429211,0,3,0.6271699839636188,4,3,3,0.07103577334578887,0.611839491458085,0.06504795294526701,0.566,0.06199599656848728,0.29838709677419356,0.382,0.407,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False
0,1.076069897513086,1,2,0.7521380638928864,2,3,2,1.0000000000000002,0.6066746126340882,0.9557558021615044,0.526,0.04335144409493852,0.25806451612903225,0.355,0.044,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True
0,0.0811263299429211,1,3,0.002329584317280495,4,2,2,0.04497592033303404,0.0,0.08469272448063049,0.676,0.04541035173005434,0.11290322580645161,0.846,0.0,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False
0,1.449173735351898,1,4,2.0018188631855627,6,1,0,0.9266575366485579,0.0,0.9297076463941124,0.567,0.04907063197026022,0.16129032258064518,0.364,0.0,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False
1,0.8273340056205448,1,2,0.6271699839636188,3,3,2,0.3092929677698268,0.8847834723877632,0.2734911482629734,0.622,0.012010294538175578,0.10483870967741936,0.353,0.191,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False
0,0.7029660596742743,1,2,1.1270423036806894,3,1,2,0.36561490067326324,0.5164878823996821,0.3543302523686727,0.846,0.057820989419502436,0.15322580645161288,1.417,0.096,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False
0,-0.540713399788432,0,1,0.002329584317280495,5,1,2,0.028862345326307458,0.788637266587207,0.011734708660504738,0.788,0.02676579925650558,0.04838709677419355,0.778,0.83,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False
0,1.3248057894056273,1,4,1.252010383609957,3,2,3,0.5390852447419259,0.6603098927294399,0.5100976443658911,1.186,0.06033743208464398,0.14516129032258063,1.545,0.086,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False
0,0.7029660596742743,1,1,0.877106143822154,3,1,4,0.06867768919846301,1.0,0.034479761249384296,1.541,0.0610809265084358,0.1935483870967742,0.7,0.678,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False
0,0.0811263299429211,1,2,0.12729766424654815,2,1,3,0.0543175613782095,0.3166468017481128,0.07055312490945441,0.541,0.05621961681441236,0.1774193548387097,1.0,0.246,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
0,-0.2919775078958908,0,3,0.25226574417581576,3,1,0,0.3117115156132379,0.3130711164084227,0.31750354938718744,0.688,0.03820417500714898,0.13709677419354838,0.929,0.067,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False
0,0.8273340056205448,1,2,0.002329584317280495,5,3,2,0.1909050508348525,0.834326579261025,0.16370642946136238,0.839,0.0275092936802974,0.12903225806451613,0.733,0.271,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False
0,-0.16760956194962015,1,4,0.502201904034351,5,1,0,0.27117060738805904,0.4711958680969408,0.26711673862023005,1.689,0.11724335144409495,0.25806451612903225,1.211,0.114,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False
0,-0.9138172376272439,0,2,-1.1223831350461284,4,2,2,0.14410615006484734,1.0,0.10677136151595051,0.939,0.03969116385473263,0.07258064516129033,0.727,0.406,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False
1,0.20549427588919172,0,5,0.25226574417581576,1,3,3,0.19912811350245033,0.0,0.23243415524584937,0.654,0.009322276236774382,0.06451612903225805,0.8,0.0,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False
0,0.9517019515668155,1,4,-0.2476065755412548,2,3,2,0.40775809684470204,1.0,0.35945875467215255,1.996,0.06096654275092937,0.12096774193548386,1.5,0.169,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False
0,1.5735416812981686,0,1,0.002329584317280495,3,2,3,0.1480362903103904,0.44815256257449343,0.15078376264016458,0.397,0.04043465827852445,0.08064516129032258,0.667,0.178,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False
1,1.5735416812981686,1,1,2.1267869431148303,2,3,3,0.4093603847909619,0.0,0.43392344913510855,0.71,0.0011438375750643416,0.0,1.0,0.0,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False
1,0.20549427588919172,0,4,0.25226574417581576,3,2,3,0.03911094181276208,0.0,0.0790716541593023,0.76,0.013096940234486702,0.04838709677419355,0.455,0.0,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False
0,-0.6650813457347027,0,2,-0.4975427353997901,6,3,2,0.024539191056210087,0.8410806515693285,0.0037666966070755946,1.162,0.06331140977981127,0.16935483870967744,2.875,0.941,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False
0,1.076069897513086,1,2,1.7518827033270277,3,2,0,0.2865283861937196,0.6102502979737783,0.2716947237272912,1.317,0.06188161281098084,0.1935483870967742,1.0,0.141,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False
0,-0.6650813457347027,1,2,-1.4972873748339313,4,1,3,0.2396690217276292,0.43861740166865315,0.23930113290644103,0.572,0.04535315985130112,0.2338709677419355,0.625,0.118,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False
0,-0.7894492916809732,1,3,-0.9974150551168607,5,1,0,0.6100393920979996,0.0,0.6262567728102455,1.047,0.048098370031455534,0.09677419354838711,0.467,0.0,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False
0,0.454230167781733,0,1,-0.6225108153290577,2,2,3,0.512360291072233,0.0,0.5326398748297743,0.868,0.04506720045753504,0.09677419354838711,0.571,0.0,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True
0,0.0811263299429211,1,4,0.6271699839636188,6,2,2,0.02922512750281913,0.611839491458085,0.024976095963839713,0.469,0.03299971404060623,0.15322580645161288,1.231,0.64,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False
0,0.8273340056205448,0,1,1.3769784635392246,4,2,3,0.021636933644116736,0.3694874851013111,0.035377973517225395,2.121,0.05313125536173864,0.12903225806451613,1.364,0.432,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False
0,0.20549427588919172,0,4,0.25226574417581576,6,1,3,0.2024536167871406,0.0,0.23562136006722104,1.373,0.06897340577637975,0.15322580645161288,0.812,0.0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False
