Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Cluster,Cluster_Label
0,1.2004378434593568,1,2,Doctorate,Married,$60K - $80K,Blue,1.1270423036806894,6,2,0,0.0255368420416171,0.5681366706396503,0.0246284008924173,2.316,0.0704032027452101,0.1370967741935483,0.588,0.626,0,I
0,1.5735416812981686,1,1,Doctorate,Married,$40K - $60K,Blue,2.0018188631855627,3,2,2,0.0335482817729165,0.8025427095748907,0.0152116593747283,2.357,0.0691449814126394,0.1370967741935483,1.7,0.793,4,V
0,-0.0432416160033495,1,3,High School,Married,$80K - $120K,Blue,0.502201904034351,4,3,3,0.544768832173942,0.5701231624950338,0.5221220989192479,0.787,0.0404346582785244,0.1370967741935483,0.8,0.074,5,VI
0,0.7029660596742743,1,1,Graduate,Single,$80K - $120K,Blue,0.502201904034351,5,1,1,0.0999676519225943,0.4874851013110846,0.101845681337467,0.624,0.0360308836145267,0.2419354838709677,0.6,0.259,3,IV
1,0.9517019515668156,0,1,Graduate,Married,Less than $40K,Blue,0.502201904034351,2,3,1,0.0,0.3210170838299563,0.018175759858604,0.997,0.0111524163568773,0.0725806451612903,0.9,0.562,4,V
0,2.444117302922063,0,0,High School,Married,Less than $40K,Blue,2.2517550230440984,3,4,2,0.0523827231034806,0.8657131505760827,0.0286558688030597,1.224,0.0821275378896196,0.2258064516129032,1.923,0.687,4,V
1,1.2004378434593568,1,2,Graduate,Married,$120K +,Blue,0.0023295843172804,1,3,3,0.4332435447446467,0.0,0.456813374670414,1.041,0.0052616528452959,0.0403225806451612,0.364,0.0,4,V
0,0.3298622218354624,0,3,Graduate,Single,Less than $40K,Blue,0.0023295843172804,2,2,0,0.0412271711757468,0.9388160508541916,0.0126329209283458,0.75,0.0448956248212753,0.2419354838709677,0.6,0.843,1,II
0,1.2004378434593568,1,2,Uneducated,Married,$40K - $60K,Blue,1.7518827033270277,4,2,3,0.091291111534357,0.7469209376241558,0.0746095674093819,1.107,0.0522733771804403,0.1532258064516128,1.417,0.422,3,IV
0,-0.540713399788432,1,2,High School,Single,$60K - $80K,Blue,-0.2476065755412548,4,4,3,0.057370978030516,0.6964640444974176,0.045779851070611,0.69,0.0376322562196168,0.1370967741935483,1.25,0.525,5,VI
1,0.2054942758891917,1,2,Graduate,Married,$60K - $80K,Silver,-0.1226384956119871,2,4,4,1.0000000000000002,0.0,1.0,0.763,0.0103517300543322,0.0403225806451612,0.5,0.0,4,V
0,-0.913817237627244,1,1,High School,Single,$60K - $80K,Blue,-0.3725746554705224,5,3,3,0.135671464460951,0.4970202622169249,0.1353692811404398,0.944,0.0460966542750929,0.1451612903225806,1.154,0.211,2,III
0,-0.2919775078958908,1,4,Post-Graduate,Single,$120K +,Blue,-0.4975427353997901,2,4,2,0.6807819165177749,0.8351211760031784,0.6331527250601223,0.997,0.0438089791249642,0.1290322580645161,0.733,0.088,1,II
0,0.8273340056205448,1,2,High School,Single,$120K +,Blue,1.0020742237514215,4,2,2,0.4019535820205153,0.6491855383392928,0.3794801958682235,0.989,0.044552473548756,0.1048387096774193,0.917,0.111,3,IV
0,0.5785981137280036,1,4,Uneducated,Single,$80K - $120K,Silver,0.2522657441758157,4,1,4,1.0000000000000002,0.601907032181168,0.9561034972329268,0.592,0.0447812410637689,0.1774193548387097,0.6,0.044,5,VI
0,1.324805789405627,1,2,Graduate,Married,$60K - $80K,Blue,2.0018188631855627,5,3,3,0.1555640204730075,0.721891140246325,0.1380349433546779,0.62,0.0482127537889619,0.2016129032258064,0.667,0.276,3,IV
0,-0.2919775078958908,0,2,Uneducated,Single,Less than $40K,Blue,-1.997159694551002,6,3,3,0.019520704281132,0.5832340087405642,0.0177614232318256,1.004,0.035573348584501,0.1451612903225806,0.556,0.704,2,III
0,0.3298622218354624,1,2,Graduate,Married,$60K - $80K,Blue,-0.4975427353997901,2,2,2,0.0075186606082043,0.4398092967818832,0.0167183380175586,1.715,0.0663425793537317,0.0564516129032258,2.4,0.656,1,II
0,0.454230167781733,1,2,Doctorate,Married,$80K - $120K,Blue,0.2522657441758157,6,2,2,0.721383288439039,0.5284068335319825,0.6944339813983137,1.072,0.0187017443523019,0.0403225806451612,2.0,0.053,0,I
0,0.5785981137280036,1,4,Graduate,Single,$120K +,Blue,0.7521380638928864,3,2,3,1.0000000000000002,0.7004370282081843,0.948917799090198,1.266,0.0594795539033457,0.25,1.05,0.051,1,II
0,1.076069897513086,0,2,Graduate,Married,Less than $40K,Blue,0.7521380638928864,5,3,3,0.0235113082227603,0.4108065156932856,0.0341610407672471,0.758,0.0589076351158135,0.2096774193548387,0.286,0.467,3,IV
0,-0.540713399788432,1,5,Uneducated,Married,$80K - $120K,Blue,0.1272976642465481,6,2,2,0.6492198671612597,0.6070719110051649,0.6195346680960798,0.414,0.0505576208178438,0.2016129032258064,0.522,0.067,0,I
0,-0.2919775078958908,1,1,Graduate,Single,$60K - $80K,Blue,-0.1226384956119871,3,3,3,0.6915142225729117,0.767580452920143,0.6483643844348507,1.312,0.0475264512439233,0.1129032258064516,1.182,0.079,4,V
0,0.8273340056205448,1,2,Graduate,Single,$80K - $120K,Blue,0.0023295843172804,5,3,2,0.1158998358410651,0.601907032181168,0.1087706081766291,0.857,0.044552473548756,0.1854838709677419,0.435,0.287,3,IV
0,-0.2919775078958908,0,4,Graduate,Single,Less than $40K,Blue,0.0023295843172804,6,4,2,0.1681404692587453,1.0,0.129806159997682,0.475,0.0344295110094366,0.1048387096774193,1.875,0.36,0,I
0,-1.162553129519785,0,3,Uneducated,Single,Less than $40K,Blue,-0.8724469751875931,4,4,2,0.1692892794843656,0.7155343663090982,0.1516530003187204,0.751,0.1046039462396339,0.3790322580645161,0.966,0.256,0,I
0,0.3298622218354624,1,3,Graduate,Single,$60K - $80K,Blue,-0.7474788952583253,6,1,2,0.0331854995964048,0.724274930472785,0.0205719583924897,0.703,0.0547898198455819,0.1048387096774193,0.353,0.719,0,I
0,0.0811263299429211,1,2,Graduate,Married,$80K - $120K,Blue,0.2522657441758157,6,3,2,0.83033886878471,0.7544696066746126,0.7823718598788862,0.85,0.0471261080926508,0.2016129032258064,0.4,0.066,0,I
0,0.0811263299429211,1,3,Graduate,Married,$60K - $80K,Blue,0.1272976642465481,4,4,0,0.2155137751415606,0.6734207389749702,0.1990264538000173,1.242,0.0541607091792965,0.25,1.412,0.198,0,I
0,0.8273340056205448,1,1,Graduate,Single,$80K - $120K,Blue,-0.1226384956119871,5,4,2,1.0000000000000002,0.4843067143424712,0.964679975661345,1.129,0.0617672290534744,0.1370967741935483,2.0,0.035,3,IV
0,0.7029660596742743,1,2,Graduate,Married,$60K - $80K,Blue,1.3769784635392246,5,3,0,0.0497827841718136,0.7588398887564561,0.0339582186422507,0.921,0.0583929082070346,0.2016129032258064,0.667,0.619,0,I
0,0.8273340056205448,1,2,High School,Single,$120K +,Blue,-0.1226384956119871,4,2,1,0.5321319196921189,0.8168454509336511,0.4920175006519283,0.607,0.0401486988847583,0.1693548387096774,0.722,0.108,0,I
0,-0.4163454538421614,0,3,Uneducated,Single,Less than $40K,Blue,-0.1226384956119871,5,2,3,0.0782309531799369,0.0,0.116564772694347,0.483,0.0415784958535887,0.1774193548387097,0.6,0.0,5,VI
0,-0.2919775078958908,1,3,High School,Single,$60K - $80K,Blue,-0.6225108153290577,4,3,1,0.3421549865921754,0.33253873659118,0.345261205922406,1.932,0.0516442665141549,0.032258064516129,1.8,0.066,0,I
0,0.5785981137280036,0,2,High School,Single,Less than $40K,Blue,0.0023295843172804,3,2,2,0.2567197840236775,0.0,0.2876307478341495,0.731,0.0438089791249642,0.0887096774193548,1.333,0.0,4,V
0,0.3298622218354624,1,4,High School,Single,$80K - $120K,Blue,0.2522657441758157,4,3,0,0.9028348403909584,0.7759237187127532,0.8502882971633877,0.875,0.0602802402058907,0.2016129032258064,2.182,0.062,0,I
0,-0.1676095619496201,1,1,Graduate,Single,$40K - $60K,Blue,0.0023295843172804,4,4,3,0.1553221656886664,0.0,0.1904499753715991,0.579,0.0546182442093222,0.1935483870967742,0.619,0.0,3,IV
0,0.8273340056205448,1,0,Graduate,Single,$80K - $120K,Blue,0.7521380638928864,5,4,1,0.0370551761458626,0.8092967818831943,0.0180801437139628,0.85,0.0443808979124964,0.1532258064516128,0.933,0.765,3,IV
0,2.195381411029522,1,1,Graduate,Married,Less than $40K,Blue,2.0018188631855627,6,4,3,0.0081837612651423,0.3555820421136273,0.0234983919102946,1.656,0.0665141549899914,0.1774193548387097,0.882,0.524,3,IV
0,-0.1676095619496201,1,3,Graduate,Married,$40K - $60K,Blue,-0.1226384956119871,5,4,2,0.0609383360995474,0.4767580452920143,0.0652218004809781,0.597,0.0459250786388332,0.1612903225806451,0.304,0.347,0,I
0,0.8273340056205448,1,3,Doctorate,Married,$40K - $60K,Blue,-0.1226384956119871,5,3,2,0.0710660051938315,0.6777910210568137,0.0602671457132095,1.047,0.0628538747497855,0.2580645161290322,0.68,0.45,0,I
0,1.2004378434593568,1,3,Graduate,Married,$120K +,Blue,1.7518827033270277,3,2,0,0.2494339086454016,0.8939213349225268,0.215455045924724,0.576,0.0370603374320846,0.0725806451612903,0.727,0.232,4,V
0,0.8273340056205448,1,3,Graduate,Married,$120K +,Blue,-0.2476065755412548,6,2,2,0.0453991662056309,0.5021851410409217,0.0484744878741343,0.562,0.0428367171861595,0.1854838709677419,0.5,0.43,0,I
0,-0.2919775078958908,0,2,Graduate,Single,Less than $40K,Blue,-0.4975427353997901,3,3,3,0.0481502643775111,0.7465236392530791,0.0332918030886912,0.788,0.045067200457535,0.0403225806451612,1.5,0.62,1,II
0,-0.4163454538421614,0,4,Post-Graduate,Married,Less than $40K,Blue,-0.3725746554705224,2,3,3,0.2091953189006491,0.3678982916170044,0.2152522237997276,0.762,0.0603946239633972,0.217741935483871,0.542,0.111,1,II
0,0.8273340056205448,1,2,Post-Graduate,Single,$120K +,Blue,0.0023295843172804,6,1,2,1.0000000000000002,0.3698847834723877,0.9730246573754816,0.828,0.0292822419216471,0.0887096774193548,1.1,0.027,3,IV
0,-0.2919775078958908,1,1,Uneducated,Married,$60K - $80K,Blue,0.0023295843172804,5,2,3,0.3933677371764059,0.9694080254270956,0.347897893547359,1.283,0.0414641120960823,0.1612903225806451,0.667,0.169,3,IV
0,1.324805789405627,1,4,Graduate,Married,$60K - $80K,Blue,0.3772338241050834,4,3,0,0.2124603584892541,0.7493047278506159,0.1905658737287399,0.56,0.0475836431226765,0.1774193548387097,0.391,0.223,0,I
0,-0.540713399788432,1,4,High School,Single,$60K - $80K,Blue,0.0023295843172804,5,1,2,0.0551640531234033,0.66507747318236,0.0459536986063222,0.588,0.0423791821561338,0.2016129032258064,0.346,0.513,0,I
0,0.9517019515668156,0,0,Uneducated,Married,Less than $40K,Blue,0.0023295843172804,2,2,2,0.0016839139359749,0.280492649980135,0.0227450525888795,1.674,0.0454675436088075,0.1129032258064516,3.0,0.473,4,V
0,0.2054942758891917,1,3,Graduate,Single,$80K - $120K,Blue,-0.1226384956119871,6,1,0,0.3661893057860734,0.5141040921732221,0.3550546171008026,0.791,0.0502144695453245,0.217741935483871,1.056,0.095,0,I
0,0.3298622218354624,1,1,Graduate,Single,$80K - $120K,Blue,0.0023295843172804,6,2,2,0.5274762150935525,0.3555820421136273,0.5211949120621215,1.826,0.0414641120960823,0.064516129032258,1.571,0.047,3,IV
0,0.454230167781733,1,3,High School,Single,$80K - $120K,Blue,0.3772338241050834,4,1,4,0.2577476668571273,0.619388160508542,0.2434444991742242,1.873,0.0638261366885902,0.1209677419354838,0.786,0.156,5,VI
0,0.3298622218354624,1,1,Doctorate,Married,$60K - $80K,Blue,0.0023295843172804,4,6,3,0.6868887498223879,0.4751688518077075,0.6652565699881204,0.712,0.0343723191306834,0.1129032258064516,1.0,0.05,3,IV
0,0.8273340056205448,0,2,High School,Married,Less than $40K,Blue,1.0020742237514215,3,2,3,0.1186207021649026,0.755264203416766,0.1001941297482108,0.816,0.0596511295396053,0.2258064516129032,1.0,0.355,4,V
0,0.454230167781733,1,2,Graduate,Single,$120K +,Blue,0.0023295843172804,3,2,2,1.0000000000000002,0.4064362336114422,0.9703589951612436,1.004,0.0316843008292822,0.0241935483870967,0.625,0.03,4,V
0,1.076069897513086,0,1,Doctorate,Married,Less than $40K,Blue,0.0023295843172804,4,1,0,0.0524734186476085,0.7751291219705999,0.0353489989279402,0.766,0.041921647126108,0.1532258064516128,0.611,0.615,3,IV
0,0.8273340056205448,1,1,High School,Married,$80K - $120K,Blue,1.3769784635392246,3,2,2,0.3272204536591117,0.7294398092967819,0.3020021441196071,1.584,0.0657134686874463,0.2258064516129032,1.533,0.15,4,V
0,0.0811263299429211,0,3,High School,Single,$40K - $60K,Blue,0.6271699839636188,4,3,3,0.0710357733457888,0.611839491458085,0.065047952945267,0.566,0.0619959965684872,0.2983870967741935,0.382,0.407,5,VI
0,1.076069897513086,1,2,Graduate,Single,$120K +,Silver,0.7521380638928864,2,3,2,1.0000000000000002,0.6066746126340882,0.9557558021615044,0.526,0.0433514440949385,0.2580645161290322,0.355,0.044,4,V
0,0.0811263299429211,1,3,Graduate,Single,$60K - $80K,Blue,0.0023295843172804,4,2,2,0.044975920333034,0.0,0.0846927244806304,0.676,0.0454103517300543,0.1129032258064516,0.846,0.0,0,I
0,1.449173735351898,1,4,Graduate,Single,$120K +,Blue,2.0018188631855627,6,1,0,0.926657536648558,0.0,0.9297076463941124,0.567,0.0490706319702602,0.1612903225806451,0.364,0.0,0,I
1,0.8273340056205448,1,2,Graduate,Married,$80K - $120K,Blue,0.6271699839636188,3,3,2,0.3092929677698268,0.8847834723877632,0.2734911482629734,0.622,0.0120102945381755,0.1048387096774193,0.353,0.191,4,V
0,0.7029660596742743,1,2,High School,Single,$40K - $60K,Blue,1.1270423036806894,3,1,2,0.3656149006732632,0.5164878823996821,0.3543302523686727,0.846,0.0578209894195024,0.1532258064516128,1.417,0.096,4,V
0,-0.540713399788432,0,1,Graduate,Married,Less than $40K,Blue,0.0023295843172804,5,1,2,0.0288623453263074,0.788637266587207,0.0117347086605047,0.788,0.0267657992565055,0.0483870967741935,0.778,0.83,2,III
0,1.324805789405627,1,4,Graduate,Married,$80K - $120K,Blue,1.252010383609957,3,2,3,0.5390852447419259,0.6603098927294399,0.5100976443658911,1.186,0.0603374320846439,0.1451612903225806,1.545,0.086,1,II
0,0.7029660596742743,1,1,Graduate,Married,$80K - $120K,Blue,0.877106143822154,3,1,4,0.068677689198463,1.0,0.0344797612493842,1.541,0.0610809265084358,0.1935483870967742,0.7,0.678,4,V
0,0.0811263299429211,1,2,Doctorate,Single,Less than $40K,Blue,0.1272976642465481,2,1,3,0.0543175613782095,0.3166468017481128,0.0705531249094544,0.541,0.0562196168144123,0.1774193548387097,1.0,0.246,1,II
0,-0.2919775078958908,0,3,Graduate,Single,$40K - $60K,Blue,0.2522657441758157,3,1,0,0.3117115156132379,0.3130711164084227,0.3175035493871874,0.688,0.0382041750071489,0.1370967741935483,0.929,0.067,1,II
0,0.8273340056205448,1,2,High School,Single,$60K - $80K,Blue,0.0023295843172804,5,3,2,0.1909050508348525,0.834326579261025,0.1637064294613623,0.839,0.0275092936802974,0.1290322580645161,0.733,0.271,3,IV
0,-0.1676095619496201,1,4,Graduate,Single,$60K - $80K,Blue,0.502201904034351,5,1,0,0.271170607388059,0.4711958680969408,0.26711673862023,1.689,0.1172433514440949,0.2580645161290322,1.211,0.114,0,I
0,-0.913817237627244,0,2,Post-Graduate,Single,Less than $40K,Blue,-1.1223831350461284,4,2,2,0.1441061500648473,1.0,0.1067713615159505,0.939,0.0396911638547326,0.0725806451612903,0.727,0.406,2,III
1,0.2054942758891917,0,5,High School,Married,Less than $40K,Blue,0.2522657441758157,1,3,3,0.1991281135024503,0.0,0.2324341552458493,0.654,0.0093222762367743,0.064516129032258,0.8,0.0,1,II
0,0.9517019515668156,1,4,Graduate,Married,$80K - $120K,Blue,-0.2476065755412548,2,3,2,0.407758096844702,1.0,0.3594587546721525,1.996,0.0609665427509293,0.1209677419354838,1.5,0.169,1,II
0,1.5735416812981686,0,1,Graduate,Single,Less than $40K,Blue,0.0023295843172804,3,2,3,0.1480362903103904,0.4481525625744934,0.1507837626401645,0.397,0.0404346582785244,0.0806451612903225,0.667,0.178,4,V
1,1.5735416812981686,1,1,Graduate,Single,$60K - $80K,Blue,2.1267869431148303,2,3,3,0.4093603847909619,0.0,0.4339234491351085,0.71,0.0011438375750643,0.0,1.0,0.0,4,V
1,0.2054942758891917,0,4,Uneducated,Married,Less than $40K,Blue,0.2522657441758157,3,2,3,0.039110941812762,0.0,0.0790716541593023,0.76,0.0130969402344867,0.0483870967741935,0.455,0.0,1,II
0,-0.6650813457347027,0,2,Graduate,Single,Less than $40K,Blue,-0.4975427353997901,6,3,2,0.02453919105621,0.8410806515693285,0.0037666966070755,1.162,0.0633114097798112,0.1693548387096774,2.875,0.941,0,I
0,1.076069897513086,1,2,Graduate,Married,$120K +,Blue,1.7518827033270277,3,2,0,0.2865283861937196,0.6102502979737783,0.2716947237272912,1.317,0.0618816128109808,0.1935483870967742,1.0,0.141,4,V
0,-0.6650813457347027,1,2,High School,Married,$80K - $120K,Blue,-1.4972873748339313,4,1,3,0.2396690217276292,0.4386174016686531,0.239301132906441,0.572,0.0453531598513011,0.2338709677419355,0.625,0.118,2,III
0,-0.7894492916809732,1,3,High School,Single,$80K - $120K,Blue,-0.9974150551168608,5,1,0,0.6100393920979996,0.0,0.6262567728102455,1.047,0.0480983700314555,0.0967741935483871,0.467,0.0,0,I
0,0.454230167781733,0,1,Graduate,Single,$40K - $60K,Silver,-0.6225108153290577,2,2,3,0.512360291072233,0.0,0.5326398748297743,0.868,0.045067200457535,0.0967741935483871,0.571,0.0,4,V
0,0.0811263299429211,1,4,Uneducated,Single,$60K - $80K,Blue,0.6271699839636188,6,2,2,0.0292251275028191,0.611839491458085,0.0249760959638397,0.469,0.0329997140406062,0.1532258064516128,1.231,0.64,0,I
0,0.8273340056205448,0,1,Graduate,Married,Less than $40K,Blue,1.3769784635392246,4,2,3,0.0216369336441167,0.3694874851013111,0.0353779735172253,2.121,0.0531312553617386,0.1290322580645161,1.364,0.432,3,IV
0,0.2054942758891917,0,4,High School,Single,$40K - $60K,Blue,0.2522657441758157,6,1,3,0.2024536167871406,0.0,0.235621360067221,1.373,0.0689734057763797,0.1532258064516128,0.812,0.0,5,VI
0,0.3298622218354624,1,1,Doctorate,Married,$120K +,Blue,0.2522657441758157,6,1,3,0.2396085580315439,0.2455303933253873,0.2533248341204763,0.554,0.0336860165856448,0.1370967741935483,0.8,0.066,3,IV
0,-0.4163454538421614,0,4,Graduate,Single,Less than $40K,Blue,-0.2476065755412548,2,3,1,0.0531082874565039,0.77632101708383,0.0358705415350737,0.971,0.0443237060337432,0.1532258064516128,0.706,0.612,1,II
0,1.2004378434593568,1,0,High School,Married,$80K - $120K,Blue,0.877106143822154,5,2,1,0.0427387635778787,0.4068335319825188,0.0528786254454843,1.009,0.0652559336574206,0.1451612903225806,1.0,0.359,3,IV
0,-0.0432416160033495,1,1,Uneducated,Married,$60K - $80K,Blue,0.0023295843172804,3,2,2,0.5750309120646236,0.8228049264998013,0.5326978240083448,1.248,0.0718901915927938,0.2258064516129032,2.167,0.101,4,V
0,0.454230167781733,0,4,Uneducated,Married,$40K - $60K,Blue,0.502201904034351,5,2,3,0.0491781472109608,0.6237584425903854,0.0432300872135137,1.077,0.0354589648269945,0.1451612903225806,1.333,0.512,5,VI
0,0.5785981137280036,0,3,Uneducated,Married,Less than $40K,Blue,0.877106143822154,3,1,2,0.0225741209334385,0.699642431466031,0.0121983020890678,0.682,0.0649127823849013,0.1612903225806451,0.429,0.806,1,II
0,0.0811263299429211,0,3,Uneducated,Married,Less than $40K,Blue,0.0023295843172804,4,1,0,0.0052210401569637,0.2963845848232022,0.0249760959638397,0.993,0.0516442665141549,0.1532258064516128,0.706,0.463,0,I
0,1.449173735351898,0,4,Uneducated,Married,Less than $40K,Blue,1.3769784635392246,3,3,3,0.0418318081365995,0.8633293603496226,0.0187175846782371,1.456,0.0404918501572776,0.1048387096774193,2.286,0.77,1,II
1,-0.0432416160033495,1,5,Graduate,Single,$80K - $120K,Blue,-0.3725746554705224,6,3,3,0.9534127221662934,1.0,0.8824211166806711,0.658,0.0049756934515298,0.0564516129032258,0.7,0.076,5,VI
0,0.8273340056205448,1,3,High School,Married,$60K - $80K,Blue,1.3769784635392246,5,2,2,0.0,0.0,0.041587228001043,0.776,0.0957392050328853,0.3467741935483871,0.828,0.0,0,I
0,0.7029660596742743,0,1,High School,Married,Less than $40K,Blue,1.1270423036806894,6,3,3,0.1591616103900815,0.354787445371474,0.1682554399791382,0.567,0.0502144695453245,0.1451612903225806,0.75,0.133,3,IV
0,0.454230167781733,1,2,High School,Married,$80K - $120K,Silver,1.1270423036806894,3,1,3,1.0000000000000002,0.500595947556615,0.963492017500652,0.588,0.0568487274806977,0.1935483870967742,0.789,0.037,4,V
